Product_name,Brand,Rating,No_Rating,key_benefits_list
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
SBL Graphites Dilution 30 CH,SBL Pvt Ltd,4.5,168 Ratings,"['Graphites Trituration', 'Treats painful cough with scanty', 'Treats oedematous eruptions', 'Helpful in treating swollen eyelids', 'Treats chronic diarrhea', 'Cures eczema in large areas', 'Treats painful corns and warts repeatedly', 'Cures burning in pharynx', 'Treats a number of skin disorders like acne, eczema, psoriasis', 'Treats digestive problems accompanied by constipation, bloating, flatulence', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Use under medical supervision', 'Keep at least half an hour gap before or after meals while taking the medicine', 'Consult your physician if you are breastfeeding or pregnant', 'Keep out of the reach of children']"
